chrom,start,end
chr1,23915000.0,24005000.0
chr1,24005000.0,24105000.0
chr1,24105000.0,24295000.0
chr1,24295000.0,24375000.0
chr1,24375000.0,24455000.0
chr1,24455000.0,24595000.0
chr1,24595000.0,24685000.0
chr1,24685000.0,24785000.0
chr1,24785000.0,24915000.0
chr1,24915000.0,25495000.0
chr1,25495000.0,25635000.0
chr1,25635000.0,25735000.0
chr1,25735000.0,25825000.0
chr1,25825000.0,25875000.0
chr1,25875000.0,26195000.0
chr1,26195000.0,26335000.0
chr1,26335000.0,26565000.0
chr1,26565000.0,26685000.0
chr1,26685000.0,26825000.0
chr1,26825000.0,26975000.0
chr1,26975000.0,27105000.0
chr1,27105000.0,27255000.0
chr1,27255000.0,27335000.0
chr1,27335000.0,27535000.0
chr1,27535000.0,27605000.0
chr1,27605000.0,27725000.0
chr1,27725000.0,27855000.0
chr1,27855000.0,28025000.0
chr1,28025000.0,28405000.0
chr1,28405000.0,28475000.0
chr1,28475000.0,28645000.0
chr1,28645000.0,28835000.0
chr1,28835000.0,29035000.0
chr1,29035000.0,29185000.0
chr1,29185000.0,29305000.0
chr1,29305000.0,29475000.0
chr1,29475000.0,29545000.0
chr1,29545000.0,29665000.0
chr1,29665000.0,29745000.0
chr1,29745000.0,29945000.0
chr1,29945000.0,30105000.0
chr1,30105000.0,30285000.0
chr1,30285000.0,30355000.0
chr1,30355000.0,30475000.0
chr1,30475000.0,30605000.0
chr1,30605000.0,30715000.0
chr1,30715000.0,30955000.0
chr1,30955000.0,31155000.0
chr1,31155000.0,31395000.0
chr1,31395000.0,31595000.0
chr1,31595000.0,31835000.0
chr1,31835000.0,32075000.0
chr1,32075000.0,32245000.0
chr1,32245000.0,32475000.0
chr1,32475000.0,32715000.0
chr1,32715000.0,32915000.0
chr1,32915000.0,33195000.0
chr1,33195000.0,33445000.0
chr1,33445000.0,33545000.0
chr1,33545000.0,33675000.0
chr1,33675000.0,33745000.0
chr1,33745000.0,33805000.0
chr1,33805000.0,33895000.0
chr1,33895000.0,33975000.0
chr1,33975000.0,34065000.0
chr1,34065000.0,34165000.0
chr1,34165000.0,34305000.0
chr1,34305000.0,34395000.0
chr1,34395000.0,34635000.0
chr1,34635000.0,34735000.0
chr1,34735000.0,34895000.0
chr1,34895000.0,35045000.0
chr1,35045000.0,35095000.0
chr1,35095000.0,35255000.0
chr1,35255000.0,35385000.0
chr1,35385000.0,35485000.0
chr1,35485000.0,35705000.0
chr1,35705000.0,35835000.0
chr1,35835000.0,36005000.0
chr1,36005000.0,36075000.0
chr1,36075000.0,36135000.0
chr1,36135000.0,36305000.0
chr1,36305000.0,36375000.0
chr1,36375000.0,36435000.0
chr1,36435000.0,36555000.0
chr1,36555000.0,36785000.0
chr1,36785000.0,36935000.0
chr1,36935000.0,36985000.0
chr1,36985000.0,37115000.0
chr1,37115000.0,37255000.0
chr1,37255000.0,37415000.0
chr1,37415000.0,37645000.0
chr1,37645000.0,37865000.0
chr1,37865000.0,37995000.0
chr1,37995000.0,38135000.0
chr1,38135000.0,38185000.0
chr1,38185000.0,38385000.0
chr1,38385000.0,38625000.0
chr1,38625000.0,38775000.0
chr1,38775000.0,39005000.0
chr1,39005000.0,39185000.0
chr1,39185000.0,39365000.0
chr1,39365000.0,39525000.0
chr1,39525000.0,39605000.0
chr1,39605000.0,39655000.0
chr1,39655000.0,39895000.0
chr1,39895000.0,40115000.0
chr1,40115000.0,40215000.0
chr1,40215000.0,40385000.0
chr1,40385000.0,40535000.0
chr1,40535000.0,40675000.0
chr1,40675000.0,40795000.0
chr1,40795000.0,40885000.0
chr1,40885000.0,41225000.0
chr1,41225000.0,41395000.0
chr1,41395000.0,41565000.0
chr1,41565000.0,41865000.0
chr1,41865000.0,42025000.0
chr1,42025000.0,42165000.0
chr1,42165000.0,42255000.0
chr1,42255000.0,42515000.0
chr1,42515000.0,42685000.0
chr1,42685000.0,43115000.0
chr1,43115000.0,43275000.0
chr1,43275000.0,43445000.0
chr1,43445000.0,43585000.0
chr1,43585000.0,43705000.0
chr1,43705000.0,43885000.0
chr1,43885000.0,44055000.0
chr1,44055000.0,44235000.0
chr1,44235000.0,44325000.0
chr1,44325000.0,44455000.0
chr1,44455000.0,44495000.0
chr1,44495000.0,44635000.0
chr1,44635000.0,44755000.0
chr1,44755000.0,44935000.0
chr1,44935000.0,44995000.0
chr1,44995000.0,45055000.0
chr1,45055000.0,45185000.0
chr1,45185000.0,45265000.0
chr1,45265000.0,45335000.0
chr1,45335000.0,45435000.0
chr1,45435000.0,45535000.0
chr1,45535000.0,45685000.0
chr1,45685000.0,45785000.0
chr1,45785000.0,45935000.0
chr1,45935000.0,45995000.0
chr1,45995000.0,46095000.0
chr1,46095000.0,46255000.0
chr1,46255000.0,46415000.0
chr1,46415000.0,46535000.0
chr1,46535000.0,46645000.0
chr1,46645000.0,46775000.0
chr1,46775000.0,46845000.0
chr1,46845000.0,46925000.0
chr1,46925000.0,46995000.0
chr1,46995000.0,47305000.0
chr1,47305000.0,47485000.0
chr1,47485000.0,47575000.0
chr1,47575000.0,47755000.0
chr1,47755000.0,47955000.0
chr1,47955000.0,48185000.0
chr1,48185000.0,48315000.0
chr1,48315000.0,48525000.0
chr1,48525000.0,48655000.0
chr1,48655000.0,48755000.0
chr1,48755000.0,48855000.0
chr1,48855000.0,48955000.0
chr1,48955000.0,49095000.0
chr1,49095000.0,49255000.0
chr1,49255000.0,49355000.0
chr1,49355000.0,49525000.0
chr1,49525000.0,49715000.0
chr1,49715000.0,49895000.0
chr1,49895000.0,49955000.0
chr1,49955000.0,50135000.0
chr1,50135000.0,50265000.0
chr1,50265000.0,50435000.0
chr1,50435000.0,50635000.0
chr1,50635000.0,50755000.0
chr1,50755000.0,50825000.0
chr1,50825000.0,50965000.0
chr1,50965000.0,51225000.0
chr1,51225000.0,51335000.0
chr1,51335000.0,51475000.0
chr1,51475000.0,51645000.0
chr1,51645000.0,51925000.0
chr1,51925000.0,52005000.0
chr1,52005000.0,52105000.0
chr1,52105000.0,52435000.0
chr1,52435000.0,52495000.0
chr1,52495000.0,52635000.0
chr1,52635000.0,52965000.0
chr1,52965000.0,53035000.0
chr1,53035000.0,53185000.0
chr1,53185000.0,53405000.0
chr1,53405000.0,53535000.0
chr1,53535000.0,53705000.0
chr1,53705000.0,53925000.0
chr1,53925000.0,54015000.0
chr1,54015000.0,54205000.0
chr1,54205000.0,54255000.0
chr1,54255000.0,54375000.0
chr1,54375000.0,54765000.0
chr1,54765000.0,54945000.0
chr1,54945000.0,55025000.0
chr1,55025000.0,55085000.0
chr1,55085000.0,55245000.0
chr1,55245000.0,55395000.0
chr1,55395000.0,55595000.0
chr1,55595000.0,55745000.0
chr1,55745000.0,55885000.0
chr1,55885000.0,55945000.0
chr1,55945000.0,56095000.0
chr1,56095000.0,56185000.0
chr1,56185000.0,56355000.0
chr1,56355000.0,56665000.0
chr1,56665000.0,56735000.0
chr1,56735000.0,56985000.0
chr1,56985000.0,57195000.0
chr1,57195000.0,57415000.0
chr1,57415000.0,57775000.0
chr1,57775000.0,57865000.0
chr1,57865000.0,57955000.0
chr1,57955000.0,58105000.0
chr1,58105000.0,58295000.0
chr1,58295000.0,58395000.0
chr1,58395000.0,58505000.0
chr1,58505000.0,58705000.0
chr1,58705000.0,58765000.0
chr1,58765000.0,58895000.0
chr1,58895000.0,58965000.0
chr1,58965000.0,59125000.0
chr1,59125000.0,59245000.0
chr1,59245000.0,59325000.0
chr1,59325000.0,59485000.0
chr1,59485000.0,59625000.0
chr1,59625000.0,60055000.0
chr1,60055000.0,60175000.0
chr1,60175000.0,60575000.0
chr1,60575000.0,60865000.0
chr1,60865000.0,60965000.0
chr1,60965000.0,61185000.0
chr1,61185000.0,61385000.0
chr1,61385000.0,61535000.0
chr1,61535000.0,61615000.0
chr1,61615000.0,61775000.0
chr1,61775000.0,62085000.0
chr1,62085000.0,62135000.0
chr1,62135000.0,62385000.0
chr1,62385000.0,62575000.0
chr1,62575000.0,62705000.0
chr1,62705000.0,62825000.0
chr1,62825000.0,62985000.0
chr1,62985000.0,63185000.0
chr1,63185000.0,63315000.0
chr1,63315000.0,63395000.0
chr1,63395000.0,63655000.0
chr1,63655000.0,63835000.0
chr1,63835000.0,63945000.0
chr1,63945000.0,64115000.0
chr1,64115000.0,64305000.0
chr1,64305000.0,64445000.0
chr1,64445000.0,64615000.0
chr1,64615000.0,64725000.0
chr1,64725000.0,64945000.0
chr1,64945000.0,64995000.0
chr1,64995000.0,65185000.0
chr1,65185000.0,65385000.0
chr1,65385000.0,65525000.0
chr1,65525000.0,65615000.0
chr1,65615000.0,65695000.0
chr1,65695000.0,65785000.0
chr1,65785000.0,65995000.0
chr1,65995000.0,66085000.0
chr1,66085000.0,66175000.0
chr1,66175000.0,66305000.0
chr1,66305000.0,66465000.0
chr1,66465000.0,66625000.0
chr1,66625000.0,66695000.0
chr1,66695000.0,66765000.0
chr1,66765000.0,66865000.0
chr1,66865000.0,67055000.0
chr1,67055000.0,67195000.0
chr1,67195000.0,67315000.0
chr1,67315000.0,67365000.0
chr1,67365000.0,67535000.0
chr1,67535000.0,67645000.0
chr1,67645000.0,67715000.0
chr1,67715000.0,67925000.0
chr1,67925000.0,67985000.0
chr1,67985000.0,68115000.0
chr1,68115000.0,68185000.0
chr1,68185000.0,68335000.0
chr1,68335000.0,68435000.0
chr1,68435000.0,68565000.0
chr1,68565000.0,68655000.0
chr1,68655000.0,68775000.0
chr1,68775000.0,68885000.0
chr1,68885000.0,69005000.0
chr1,69005000.0,69165000.0
chr1,69165000.0,69325000.0
chr1,69325000.0,69375000.0
chr1,69375000.0,69785000.0
chr1,69785000.0,69895000.0
chr1,69895000.0,69965000.0
chr1,69965000.0,70075000.0
chr1,70075000.0,70175000.0
chr1,70175000.0,70255000.0
chr1,70255000.0,70565000.0
chr1,70565000.0,70685000.0
chr1,70685000.0,71025000.0
chr1,71025000.0,71115000.0
chr1,71115000.0,71345000.0
chr1,71345000.0,71505000.0
chr1,71505000.0,71555000.0
chr1,71555000.0,71905000.0
chr1,71905000.0,72125000.0
chr1,72125000.0,72255000.0
chr1,72255000.0,72305000.0
chr1,72305000.0,72575000.0
chr1,72575000.0,72645000.0
chr1,72645000.0,72715000.0
chr1,72715000.0,72865000.0
chr1,72865000.0,73115000.0
chr1,73115000.0,73305000.0
chr1,73305000.0,73495000.0
chr1,73495000.0,73615000.0
chr1,73615000.0,73835000.0
chr1,73835000.0,73895000.0
chr1,73895000.0,73995000.0
chr1,73995000.0,74075000.0
chr1,74075000.0,74135000.0
chr1,74135000.0,74195000.0
chr1,74195000.0,74295000.0
chr1,74295000.0,74395000.0
chr1,74395000.0,74515000.0
chr1,74515000.0,74765000.0
chr1,74765000.0,74815000.0
chr1,74815000.0,74865000.0
chr1,74865000.0,75015000.0
chr1,75015000.0,75325000.0
chr1,75325000.0,75475000.0
chr1,75475000.0,75605000.0
chr1,75605000.0,75655000.0
chr1,75655000.0,75925000.0
chr1,75925000.0,76185000.0
chr1,76185000.0,76245000.0
chr1,76245000.0,76335000.0
chr1,76335000.0,76415000.0
chr1,76415000.0,76515000.0
chr1,76515000.0,76695000.0
chr1,76695000.0,76955000.0
chr1,76955000.0,77035000.0
chr1,77035000.0,77375000.0
chr1,77375000.0,77515000.0
chr1,77515000.0,77635000.0
chr1,77635000.0,77725000.0
chr1,77725000.0,77815000.0
chr1,77815000.0,77935000.0
chr1,77935000.0,77975000.0
chr1,77975000.0,78135000.0
chr1,78135000.0,78225000.0
chr1,78225000.0,78415000.0
chr1,78415000.0,78525000.0
chr1,78525000.0,78725000.0
chr1,78725000.0,78885000.0
chr1,78885000.0,79035000.0
chr1,79035000.0,79165000.0
chr1,79165000.0,79315000.0
chr1,79315000.0,79445000.0
chr1,79445000.0,79615000.0
chr1,79615000.0,79685000.0
chr1,79685000.0,79785000.0
chr1,79785000.0,79865000.0
chr1,79865000.0,79965000.0
chr1,79965000.0,80185000.0
chr1,80185000.0,80345000.0
chr1,80345000.0,80415000.0
chr1,80415000.0,80625000.0
chr1,80625000.0,80765000.0
chr1,80765000.0,80895000.0
chr1,80895000.0,81145000.0
chr1,81145000.0,81315000.0
chr1,81315000.0,81495000.0
chr1,81495000.0,81705000.0
chr1,81705000.0,81755000.0
chr1,81755000.0,82015000.0
chr1,82015000.0,82285000.0
chr1,82285000.0,82475000.0
chr1,82475000.0,82535000.0
chr1,82535000.0,82715000.0
chr1,82715000.0,82785000.0
chr1,82785000.0,83055000.0
chr1,83055000.0,83125000.0
chr1,83125000.0,83285000.0
chr1,83285000.0,83505000.0
chr1,83505000.0,83725000.0
chr1,83725000.0,84095000.0
chr1,84095000.0,84175000.0
chr1,84175000.0,84295000.0
chr1,84295000.0,84475000.0
chr1,84475000.0,84685000.0
chr1,84685000.0,84835000.0
chr1,84835000.0,84885000.0
chr1,84885000.0,85635000.0
chr1,85635000.0,85795000.0
chr1,85795000.0,85855000.0
chr1,85855000.0,85905000.0
chr1,85905000.0,86055000.0
chr1,86055000.0,86165000.0
chr1,86165000.0,86345000.0
chr1,86345000.0,86435000.0
chr1,86435000.0,86485000.0
chr1,86485000.0,86535000.0
chr1,86535000.0,86645000.0
chr1,86645000.0,86705000.0
chr1,86705000.0,87045000.0
chr1,87045000.0,87205000.0
chr1,87205000.0,87325000.0
chr1,87325000.0,87525000.0
chr1,87525000.0,87675000.0
chr1,87675000.0,87855000.0
chr1,87855000.0,88015000.0
chr1,88015000.0,88085000.0
chr1,88085000.0,88155000.0
chr1,88155000.0,88215000.0
chr1,88215000.0,88295000.0
chr1,88295000.0,88425000.0
chr1,88425000.0,88565000.0
chr1,88565000.0,88715000.0
chr1,88715000.0,88745000.0
chr1,88745000.0,88915000.0
chr1,88915000.0,89015000.0
chr1,89015000.0,89065000.0
chr1,89065000.0,89195000.0
chr1,89195000.0,89355000.0
chr1,89355000.0,89625000.0
chr1,89625000.0,89755000.0
chr1,89755000.0,89945000.0
chr1,89945000.0,90055000.0
chr1,90055000.0,90285000.0
chr1,90285000.0,90605000.0
chr1,90605000.0,90645000.0
chr1,90645000.0,90975000.0
chr1,90975000.0,91095000.0
chr1,91095000.0,91245000.0
chr1,91245000.0,91425000.0
chr1,91425000.0,91495000.0
chr1,91495000.0,91915000.0
chr1,91915000.0,92185000.0
chr1,92185000.0,92365000.0
chr1,92365000.0,92475000.0
chr1,92475000.0,92645000.0
chr1,92645000.0,92695000.0
chr1,92695000.0,92825000.0
chr1,92825000.0,92905000.0
chr1,92905000.0,93245000.0
chr1,93245000.0,93515000.0
chr1,93515000.0,93615000.0
chr1,93615000.0,93735000.0
chr1,93735000.0,93905000.0
chr1,93905000.0,94105000.0
chr1,94105000.0,94225000.0
chr1,94225000.0,94285000.0
chr1,94285000.0,94435000.0
chr1,94435000.0,94645000.0
chr1,94645000.0,94825000.0
chr1,94825000.0,95095000.0
chr1,95095000.0,95145000.0
chr1,95145000.0,95335000.0
chr1,95335000.0,95455000.0
chr1,95455000.0,95615000.0
chr1,95615000.0,95675000.0
chr1,95675000.0,95755000.0
chr1,95755000.0,95895000.0
chr1,95895000.0,95965000.0
chr1,95965000.0,96095000.0
chr1,96095000.0,96195000.0
chr1,96195000.0,96435000.0
chr1,96435000.0,96555000.0
chr1,96555000.0,96685000.0
chr1,96685000.0,96805000.0
chr1,96805000.0,97015000.0
chr1,97015000.0,97145000.0
chr1,97145000.0,97445000.0
chr1,97445000.0,97555000.0
chr1,97555000.0,97695000.0
chr1,97695000.0,97805000.0
chr1,97805000.0,98075000.0
chr1,98075000.0,98185000.0
chr1,98185000.0,98255000.0
chr1,98255000.0,98385000.0
chr1,98385000.0,98535000.0
chr1,98535000.0,98645000.0
chr1,98645000.0,98715000.0
chr1,98715000.0,98805000.0
chr1,98805000.0,98845000.0
chr1,98845000.0,98925000.0
chr1,98925000.0,99085000.0
chr1,99085000.0,99235000.0
chr1,99235000.0,99415000.0
chr1,99415000.0,99485000.0
chr1,99485000.0,99575000.0
chr1,99575000.0,99725000.0
chr1,99725000.0,99795000.0
chr1,99795000.0,99935000.0
chr1,99935000.0,99995000.0
chr1,99995000.0,100195000.0
chr1,100195000.0,100255000.0
chr1,100255000.0,100345000.0
chr1,100345000.0,100425000.0
chr1,100425000.0,100545000.0
chr1,100545000.0,100625000.0
chr1,100625000.0,100725000.0
chr1,100725000.0,100905000.0
chr1,100905000.0,100955000.0
chr1,100955000.0,101105000.0
chr1,101105000.0,101215000.0
chr1,101215000.0,101365000.0
chr1,101365000.0,101685000.0
chr1,101685000.0,101795000.0
chr1,101795000.0,101935000.0
chr1,101935000.0,102095000.0
chr1,102095000.0,102365000.0
chr1,102365000.0,102455000.0
chr1,102455000.0,102605000.0
chr1,102605000.0,102805000.0
chr1,102805000.0,102935000.0
chr1,102935000.0,103065000.0
chr1,103065000.0,103185000.0
chr1,103185000.0,103325000.0
chr1,103325000.0,103565000.0
chr1,103565000.0,103645000.0
chr1,103645000.0,103785000.0
chr1,103785000.0,103895000.0
chr1,103895000.0,104015000.0
chr1,104015000.0,104065000.0
chr1,104065000.0,104155000.0
chr1,104155000.0,104385000.0
chr1,104385000.0,104495000.0
chr1,104495000.0,104655000.0
chr1,104655000.0,104755000.0
chr1,104755000.0,104985000.0
chr1,104985000.0,105165000.0
chr1,105165000.0,105365000.0
chr1,105365000.0,105485000.0
chr1,105485000.0,105645000.0
chr1,105645000.0,105775000.0
chr1,105775000.0,105895000.0
chr1,105895000.0,105985000.0
chr1,105985000.0,106055000.0
chr1,106055000.0,106165000.0
chr1,106165000.0,106395000.0
chr1,106395000.0,106505000.0
chr1,106505000.0,106715000.0
chr1,106715000.0,106805000.0
chr1,106805000.0,106885000.0
chr1,106885000.0,107105000.0
chr1,107105000.0,107235000.0
chr1,107235000.0,107335000.0
chr1,107335000.0,107485000.0
chr1,107485000.0,107605000.0
chr1,107605000.0,107715000.0
chr1,107715000.0,107855000.0
chr1,107855000.0,107985000.0
chr1,107985000.0,108095000.0
chr1,108095000.0,108385000.0
chr1,108385000.0,108445000.0
chr1,108445000.0,108545000.0
chr1,108545000.0,108605000.0
chr1,108605000.0,108835000.0
chr1,108835000.0,108965000.0
chr1,108965000.0,109085000.0
chr1,109085000.0,109295000.0
chr1,109295000.0,109385000.0
chr1,109385000.0,109485000.0
chr1,109485000.0,109585000.0
chr1,109585000.0,109695000.0
chr1,109695000.0,109825000.0
chr1,109825000.0,109995000.0
chr1,109995000.0,110135000.0
chr1,110135000.0,110295000.0
chr1,110295000.0,110425000.0
chr1,110425000.0,110485000.0
chr1,110485000.0,110685000.0
chr1,110685000.0,110755000.0
chr1,110755000.0,110805000.0
chr1,110805000.0,110895000.0
chr1,110895000.0,111045000.0
chr1,111045000.0,111255000.0
chr1,111255000.0,111415000.0
chr1,111415000.0,111505000.0
chr1,111505000.0,111665000.0
chr1,111665000.0,111735000.0
chr1,111735000.0,111845000.0
chr1,111845000.0,111935000.0
chr1,111935000.0,112115000.0
chr1,112115000.0,112265000.0
chr1,112265000.0,112295000.0
chr1,112295000.0,112365000.0
chr1,112365000.0,112455000.0
chr1,112455000.0,112645000.0
chr1,112645000.0,112925000.0
chr1,112925000.0,113055000.0
chr1,113055000.0,113255000.0
chr1,113255000.0,113435000.0
chr1,113435000.0,113515000.0
chr1,113515000.0,113595000.0
chr1,113595000.0,113765000.0
chr1,113765000.0,113955000.0
chr1,113955000.0,114075000.0
chr1,114075000.0,114305000.0
chr1,114305000.0,114565000.0
chr1,114565000.0,114635000.0
chr1,114635000.0,114925000.0
chr1,114925000.0,115085000.0
chr1,115085000.0,115125000.0
chr1,115125000.0,115255000.0
chr1,115255000.0,115455000.0
chr1,115455000.0,115615000.0
chr1,115615000.0,115705000.0
chr1,115705000.0,115895000.0
chr1,115895000.0,116015000.0
chr1,116015000.0,116525000.0
chr1,116525000.0,116735000.0
chr1,116735000.0,116875000.0
chr1,116875000.0,116915000.0
chr1,116915000.0,117025000.0
chr1,117025000.0,117125000.0
chr1,117125000.0,117225000.0
chr1,117225000.0,117345000.0
chr1,117345000.0,117455000.0
chr1,117455000.0,117535000.0
chr1,117535000.0,117595000.0
chr1,117595000.0,117635000.0
chr1,117635000.0,117735000.0
chr1,117735000.0,118025000.0
chr1,118025000.0,118075000.0
chr1,118075000.0,118325000.0
chr1,118325000.0,118395000.0
chr1,118395000.0,118465000.0
chr1,118465000.0,118545000.0
chr1,118545000.0,118615000.0
chr1,118615000.0,118765000.0
chr1,118765000.0,118835000.0
chr1,118835000.0,119085000.0
chr1,119085000.0,119455000.0
chr1,119455000.0,119685000.0
chr1,119685000.0,119925000.0
chr1,119925000.0,120005000.0
chr1,120005000.0,120315000.0
chr1,120315000.0,120555000.0
chr1,120555000.0,120655000.0
chr1,120655000.0,120825000.0
chr1,120825000.0,121105000.0
chr1,121105000.0,121175000.0
chr1,121175000.0,121255000.0
chr1,121255000.0,121425000.0
chr1,121425000.0,121575000.0
chr1,121575000.0,121735000.0
chr1,121735000.0,121875000.0
chr1,121875000.0,122015000.0
chr1,122015000.0,122105000.0
chr1,122105000.0,122185000.0
chr1,122185000.0,122245000.0
chr1,122245000.0,122315000.0
chr1,122315000.0,122375000.0
chr1,122375000.0,122455000.0
chr1,122455000.0,122655000.0
chr1,122655000.0,122925000.0
chr1,122925000.0,122995000.0
chr1,122995000.0,123285000.0
chr1,123285000.0,123635000.0
chr1,123635000.0,123905000.0
chr1,123905000.0,124045000.0
chr1,124045000.0,124175000.0
chr1,124175000.0,124455000.0
chr1,124455000.0,124565000.0
chr1,124565000.0,124785000.0
chr1,124785000.0,124995000.0
chr1,124995000.0,125185000.0
chr1,125185000.0,125275000.0
chr1,125275000.0,125375000.0
chr1,125375000.0,125435000.0
chr1,125435000.0,125525000.0
chr1,125525000.0,125605000.0
chr1,125605000.0,125925000.0
chr1,125925000.0,126285000.0
chr1,126285000.0,126505000.0
chr1,126505000.0,126925000.0
chr1,126925000.0,127165000.0
chr1,127165000.0,127485000.0
chr1,127485000.0,127685000.0
chr1,127685000.0,127775000.0
chr1,127775000.0,128095000.0
chr1,128095000.0,128245000.0
chr1,128245000.0,128495000.0
chr1,128495000.0,128585000.0
chr1,128585000.0,128745000.0
chr1,128745000.0,128885000.0
chr1,128885000.0,129035000.0
chr1,129035000.0,129245000.0
chr1,129245000.0,129495000.0
chr1,129495000.0,129825000.0
chr1,129825000.0,129965000.0
chr1,129965000.0,130035000.0
chr1,130035000.0,130185000.0
chr1,130185000.0,130385000.0
chr1,130385000.0,130455000.0
chr1,130455000.0,130555000.0
chr1,130555000.0,130715000.0
chr1,130715000.0,130865000.0
chr1,130865000.0,131055000.0
chr1,131055000.0,131165000.0
chr1,131165000.0,131275000.0
chr1,131275000.0,131365000.0
chr1,131365000.0,131575000.0
chr1,131575000.0,131715000.0
